"Durable Medical Equipment,",,,,
"Prosthetics, Orthotics, and Supplies",,,,
(DMEPOS),,,,
January 2025 Former CBA ZIP Codes ,,,,
,,,,
CBA State,CBA ZIP Code,CBA Name Short,CBA Name,Year/Qtr
AZ,85194,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85201,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85202,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85203,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85204,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85205,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85206,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85207,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85208,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85209,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85210,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85211,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85212,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85213,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85214,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85215,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85216,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85224,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85225,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85226,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85233,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85234,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85236,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85244,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85246,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85248,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85249,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85250,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85251,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85252,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85253,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85254,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85255,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85256,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85257,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85258,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85259,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85260,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85261,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85262,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85263,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85264,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85266,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85267,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85268,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85269,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85271,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85274,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85275,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85277,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85280,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85281,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85282,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85283,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85284,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85285,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85286,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85287,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85288,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85295,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85296,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85297,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85298,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85299,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85301,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85302,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85303,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85304,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85305,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85306,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85307,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85308,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85309,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85310,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85311,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85312,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85318,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85322,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85323,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85326,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85327,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85329,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85331,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85335,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85337,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85338,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85339,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85340,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85342,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85343,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85345,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85351,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85353,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85354,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85355,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85361,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85363,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85372,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85373,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85374,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85375,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85376,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85377,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85378,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85379,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85380,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85381,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85382,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85383,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85385,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85387,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85388,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85392,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85395,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,85396,"Phoenix, AZ","Phoenix-Mesa-Scottsdale, AZ",202501
AZ,00015,"Tucson, AZ","Tucson, AZ",202501
AZ,85601,"Tucson, AZ","Tucson, AZ",202501
AZ,85614,"Tucson, AZ","Tucson, AZ",202501
AZ,85619,"Tucson, AZ","Tucson, AZ",202501
AZ,85622,"Tucson, AZ","Tucson, AZ",202501
AZ,85629,"Tucson, AZ","Tucson, AZ",202501
AZ,85633,"Tucson, AZ","Tucson, AZ",202501
AZ,85639,"Tucson, AZ","Tucson, AZ",202501
AZ,85641,"Tucson, AZ","Tucson, AZ",202501
AZ,85645,"Tucson, AZ","Tucson, AZ",202501
AZ,85652,"Tucson, AZ","Tucson, AZ",202501
AZ,85653,"Tucson, AZ","Tucson, AZ",202501
AZ,85654,"Tucson, AZ","Tucson, AZ",202501
AZ,85658,"Tucson, AZ","Tucson, AZ",202501
AZ,85701,"Tucson, AZ","Tucson, AZ",202501
AZ,85702,"Tucson, AZ","Tucson, AZ",202501
AZ,85703,"Tucson, AZ","Tucson, AZ",202501
AZ,85704,"Tucson, AZ","Tucson, AZ",202501
AZ,85705,"Tucson, AZ","Tucson, AZ",202501
AZ,85706,"Tucson, AZ","Tucson, AZ",202501
AZ,85707,"Tucson, AZ","Tucson, AZ",202501
AZ,85708,"Tucson, AZ","Tucson, AZ",202501
AZ,85709,"Tucson, AZ","Tucson, AZ",202501
AZ,85710,"Tucson, AZ","Tucson, AZ",202501
AZ,85711,"Tucson, AZ","Tucson, AZ",202501
AZ,85712,"Tucson, AZ","Tucson, AZ",202501
AZ,85713,"Tucson, AZ","Tucson, AZ",202501
AZ,85714,"Tucson, AZ","Tucson, AZ",202501
AZ,85715,"Tucson, AZ","Tucson, AZ",202501
AZ,85716,"Tucson, AZ","Tucson, AZ",202501
AZ,85717,"Tucson, AZ","Tucson, AZ",202501
AZ,85718,"Tucson, AZ","Tucson, AZ",202501
AZ,85719,"Tucson, AZ","Tucson, AZ",202501
AZ,85720,"Tucson, AZ","Tucson, AZ",202501
AZ,85721,"Tucson, AZ","Tucson, AZ",202501
AZ,85722,"Tucson, AZ","Tucson, AZ",202501
AZ,85723,"Tucson, AZ","Tucson, AZ",202501
AZ,85724,"Tucson, AZ","Tucson, AZ",202501
AZ,85725,"Tucson, AZ","Tucson, AZ",202501
AZ,85726,"Tucson, AZ","Tucson, AZ",202501
AZ,85728,"Tucson, AZ","Tucson, AZ",202501
AZ,85730,"Tucson, AZ","Tucson, AZ",202501
AZ,85731,"Tucson, AZ","Tucson, AZ",202501
AZ,85732,"Tucson, AZ","Tucson, AZ",202501
AZ,85733,"Tucson, AZ","Tucson, AZ",202501
AZ,85734,"Tucson, AZ","Tucson, AZ",202501
AZ,85735,"Tucson, AZ","Tucson, AZ",202501
AZ,85736,"Tucson, AZ","Tucson, AZ",202501
AZ,85737,"Tucson, AZ","Tucson, AZ",202501
AZ,85738,"Tucson, AZ","Tucson, AZ",202501
AZ,85739,"Tucson, AZ","Tucson, AZ",202501
AZ,85740,"Tucson, AZ","Tucson, AZ",202501
AZ,85741,"Tucson, AZ","Tucson, AZ",202501
AZ,85742,"Tucson, AZ","Tucson, AZ",202501
AZ,85743,"Tucson, AZ","Tucson, AZ",202501
AZ,85744,"Tucson, AZ","Tucson, AZ",202501
AZ,85745,"Tucson, AZ","Tucson, AZ",202501
AZ,85746,"Tucson, AZ","Tucson, AZ",202501
AZ,85747,"Tucson, AZ","Tucson, AZ",202501
AZ,85748,"Tucson, AZ","Tucson, AZ",202501
AZ,85749,"Tucson, AZ","Tucson, AZ",202501
AZ,85750,"Tucson, AZ","Tucson, AZ",202501
AZ,85751,"Tucson, AZ","Tucson, AZ",202501
AZ,85752,"Tucson, AZ","Tucson, AZ",202501
AZ,85754,"Tucson, AZ","Tucson, AZ",202501
AZ,85755,"Tucson, AZ","Tucson, AZ",202501
AZ,85756,"Tucson, AZ","Tucson, AZ",202501
AZ,85757,"Tucson, AZ","Tucson, AZ",202501
AZ,85775,"Tucson, AZ","Tucson, AZ",202501
CA,00016,"Bakersfield, CA","Bakersfield, CA",202501
CA,93203,"Bakersfield, CA","Bakersfield, CA",202501
CA,93205,"Bakersfield, CA","Bakersfield, CA",202501
CA,93206,"Bakersfield, CA","Bakersfield, CA",202501
CA,93215,"Bakersfield, CA","Bakersfield, CA",202501
CA,93216,"Bakersfield, CA","Bakersfield, CA",202501
CA,93220,"Bakersfield, CA","Bakersfield, CA",202501
CA,93222,"Bakersfield, CA","Bakersfield, CA",202501
CA,93224,"Bakersfield, CA","Bakersfield, CA",202501
CA,93225,"Bakersfield, CA","Bakersfield, CA",202501
CA,93226,"Bakersfield, CA","Bakersfield, CA",202501
CA,93238,"Bakersfield, CA","Bakersfield, CA",202501
CA,93240,"Bakersfield, CA","Bakersfield, CA",202501
CA,93241,"Bakersfield, CA","Bakersfield, CA",202501
CA,93249,"Bakersfield, CA","Bakersfield, CA",202501
CA,93250,"Bakersfield, CA","Bakersfield, CA",202501
CA,93251,"Bakersfield, CA","Bakersfield, CA",202501
CA,93255,"Bakersfield, CA","Bakersfield, CA",202501
CA,93263,"Bakersfield, CA","Bakersfield, CA",202501
CA,93268,"Bakersfield, CA","Bakersfield, CA",202501
CA,93276,"Bakersfield, CA","Bakersfield, CA",202501
CA,93280,"Bakersfield, CA","Bakersfield, CA",202501
CA,93283,"Bakersfield, CA","Bakersfield, CA",202501
CA,93285,"Bakersfield, CA","Bakersfield, CA",202501
CA,93287,"Bakersfield, CA","Bakersfield, CA",202501
CA,93301,"Bakersfield, CA","Bakersfield, CA",202501
CA,93302,"Bakersfield, CA","Bakersfield, CA",202501
CA,93303,"Bakersfield, CA","Bakersfield, CA",202501
CA,93304,"Bakersfield, CA","Bakersfield, CA",202501
CA,93305,"Bakersfield, CA","Bakersfield, CA",202501
CA,93306,"Bakersfield, CA","Bakersfield, CA",202501
CA,93307,"Bakersfield, CA","Bakersfield, CA",202501
CA,93308,"Bakersfield, CA","Bakersfield, CA",202501
CA,93309,"Bakersfield, CA","Bakersfield, CA",202501
CA,93311,"Bakersfield, CA","Bakersfield, CA",202501
CA,93312,"Bakersfield, CA","Bakersfield, CA",202501
CA,93313,"Bakersfield, CA","Bakersfield, CA",202501
CA,93314,"Bakersfield, CA","Bakersfield, CA",202501
CA,93380,"Bakersfield, CA","Bakersfield, CA",202501
CA,93383,"Bakersfield, CA","Bakersfield, CA",202501
CA,93384,"Bakersfield, CA","Bakersfield, CA",202501
CA,93385,"Bakersfield, CA","Bakersfield, CA",202501
CA,93386,"Bakersfield, CA","Bakersfield, CA",202501
CA,93387,"Bakersfield, CA","Bakersfield, CA",202501
CA,93388,"Bakersfield, CA","Bakersfield, CA",202501
CA,93389,"Bakersfield, CA","Bakersfield, CA",202501
CA,93390,"Bakersfield, CA","Bakersfield, CA",202501
CA,93501,"Bakersfield, CA","Bakersfield, CA",202501
CA,93502,"Bakersfield, CA","Bakersfield, CA",202501
CA,93504,"Bakersfield, CA","Bakersfield, CA",202501
CA,93505,"Bakersfield, CA","Bakersfield, CA",202501
CA,93518,"Bakersfield, CA","Bakersfield, CA",202501
CA,93519,"Bakersfield, CA","Bakersfield, CA",202501
CA,93531,"Bakersfield, CA","Bakersfield, CA",202501
CA,93560,"Bakersfield, CA","Bakersfield, CA",202501
CA,93561,"Bakersfield, CA","Bakersfield, CA",202501
CA,93581,"Bakersfield, CA","Bakersfield, CA",202501
CA,00017,"Fresno, CA","Fresno, CA",202501
CA,93210,"Fresno, CA","Fresno, CA",202501
CA,93234,"Fresno, CA","Fresno, CA",202501
CA,93242,"Fresno, CA","Fresno, CA",202501
CA,93602,"Fresno, CA","Fresno, CA",202501
CA,93605,"Fresno, CA","Fresno, CA",202501
CA,93606,"Fresno, CA","Fresno, CA",202501
CA,93607,"Fresno, CA","Fresno, CA",202501
CA,93608,"Fresno, CA","Fresno, CA",202501
CA,93609,"Fresno, CA","Fresno, CA",202501
CA,93611,"Fresno, CA","Fresno, CA",202501
CA,93612,"Fresno, CA","Fresno, CA",202501
CA,93613,"Fresno, CA","Fresno, CA",202501
CA,93616,"Fresno, CA","Fresno, CA",202501
CA,93619,"Fresno, CA","Fresno, CA",202501
CA,93621,"Fresno, CA","Fresno, CA",202501
CA,93622,"Fresno, CA","Fresno, CA",202501
CA,93624,"Fresno, CA","Fresno, CA",202501
CA,93625,"Fresno, CA","Fresno, CA",202501
CA,93626,"Fresno, CA","Fresno, CA",202501
CA,93627,"Fresno, CA","Fresno, CA",202501
CA,93628,"Fresno, CA","Fresno, CA",202501
CA,93630,"Fresno, CA","Fresno, CA",202501
CA,93631,"Fresno, CA","Fresno, CA",202501
CA,93633,"Fresno, CA","Fresno, CA",202501
CA,93634,"Fresno, CA","Fresno, CA",202501
CA,93640,"Fresno, CA","Fresno, CA",202501
CA,93641,"Fresno, CA","Fresno, CA",202501
CA,93642,"Fresno, CA","Fresno, CA",202501
CA,93646,"Fresno, CA","Fresno, CA",202501
CA,93648,"Fresno, CA","Fresno, CA",202501
CA,93649,"Fresno, CA","Fresno, CA",202501
CA,93650,"Fresno, CA","Fresno, CA",202501
CA,93651,"Fresno, CA","Fresno, CA",202501
CA,93652,"Fresno, CA","Fresno, CA",202501
CA,93654,"Fresno, CA","Fresno, CA",202501
CA,93656,"Fresno, CA","Fresno, CA",202501
CA,93657,"Fresno, CA","Fresno, CA",202501
CA,93660,"Fresno, CA","Fresno, CA",202501
CA,93662,"Fresno, CA","Fresno, CA",202501
CA,93664,"Fresno, CA","Fresno, CA",202501
CA,93667,"Fresno, CA","Fresno, CA",202501
CA,93668,"Fresno, CA","Fresno, CA",202501
CA,93675,"Fresno, CA","Fresno, CA",202501
CA,93701,"Fresno, CA","Fresno, CA",202501
CA,93702,"Fresno, CA","Fresno, CA",202501
CA,93703,"Fresno, CA","Fresno, CA",202501
CA,93704,"Fresno, CA","Fresno, CA",202501
CA,93705,"Fresno, CA","Fresno, CA",202501
CA,93706,"Fresno, CA","Fresno, CA",202501
CA,93707,"Fresno, CA","Fresno, CA",202501
CA,93708,"Fresno, CA","Fresno, CA",202501
CA,93709,"Fresno, CA","Fresno, CA",202501
CA,93710,"Fresno, CA","Fresno, CA",202501
CA,93711,"Fresno, CA","Fresno, CA",202501
CA,93712,"Fresno, CA","Fresno, CA",202501
CA,93714,"Fresno, CA","Fresno, CA",202501
CA,93715,"Fresno, CA","Fresno, CA",202501
CA,93716,"Fresno, CA","Fresno, CA",202501
CA,93717,"Fresno, CA","Fresno, CA",202501
CA,93718,"Fresno, CA","Fresno, CA",202501
CA,93720,"Fresno, CA","Fresno, CA",202501
CA,93721,"Fresno, CA","Fresno, CA",202501
CA,93722,"Fresno, CA","Fresno, CA",202501
CA,93723,"Fresno, CA","Fresno, CA",202501
CA,93724,"Fresno, CA","Fresno, CA",202501
CA,93725,"Fresno, CA","Fresno, CA",202501
CA,93726,"Fresno, CA","Fresno, CA",202501
CA,93727,"Fresno, CA","Fresno, CA",202501
CA,93728,"Fresno, CA","Fresno, CA",202501
CA,93729,"Fresno, CA","Fresno, CA",202501
CA,93730,"Fresno, CA","Fresno, CA",202501
CA,93737,"Fresno, CA","Fresno, CA",202501
CA,93740,"Fresno, CA","Fresno, CA",202501
CA,93741,"Fresno, CA","Fresno, CA",202501
CA,93744,"Fresno, CA","Fresno, CA",202501
CA,93745,"Fresno, CA","Fresno, CA",202501
CA,93747,"Fresno, CA","Fresno, CA",202501
CA,93750,"Fresno, CA","Fresno, CA",202501
CA,93755,"Fresno, CA","Fresno, CA",202501
CA,93760,"Fresno, CA","Fresno, CA",202501
CA,93761,"Fresno, CA","Fresno, CA",202501
CA,93764,"Fresno, CA","Fresno, CA",202501
CA,93765,"Fresno, CA","Fresno, CA",202501
CA,93771,"Fresno, CA","Fresno, CA",202501
CA,93772,"Fresno, CA","Fresno, CA",202501
CA,93773,"Fresno, CA","Fresno, CA",202501
CA,93774,"Fresno, CA","Fresno, CA",202501
CA,93775,"Fresno, CA","Fresno, CA",202501
CA,93776,"Fresno, CA","Fresno, CA",202501
CA,93777,"Fresno, CA","Fresno, CA",202501
CA,93778,"Fresno, CA","Fresno, CA",202501
CA,93779,"Fresno, CA","Fresno, CA",202501
CA,93786,"Fresno, CA","Fresno, CA",202501
CA,93790,"Fresno, CA","Fresno, CA",202501
CA,93791,"Fresno, CA","Fresno, CA",202501
CA,93792,"Fresno, CA","Fresno, CA",202501
CA,93793,"Fresno, CA","Fresno, CA",202501
CA,93794,"Fresno, CA","Fresno, CA",202501
CA,93844,"Fresno, CA","Fresno, CA",202501
CA,93888,"Fresno, CA","Fresno, CA",202501
CA,90001,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90002,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90003,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90004,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90005,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90006,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90007,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90008,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90009,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90010,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90011,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90012,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90013,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90014,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90015,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90016,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90017,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90018,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90019,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90020,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90021,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90022,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90023,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90024,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90025,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90026,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90027,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90028,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90029,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90030,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90031,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90032,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90033,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90034,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90035,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90036,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90037,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90038,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90039,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90040,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90041,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90042,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90043,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90044,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90045,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90046,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90047,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90048,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90049,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90050,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90051,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90052,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90053,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90054,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90055,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90056,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90057,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90058,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90059,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90060,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90061,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90062,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90063,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90064,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90065,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90066,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90067,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90068,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90069,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90070,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90071,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90072,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90073,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90074,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90075,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90076,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90077,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90078,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90079,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90080,"Los Angeles County, CA","Los Angeles County, CA",202501
CA,90081,"Los Angeles County, CA","Los Angeles County, CA",202501
